
Release,Filename,size,LOC_added,MAX_LOC_added,AVG_LOC_Added,CHURN,MAX_Churn,AVG_Churn,NR,NAUTH,CHGSETSIZE,MAX_ChgSet,AVG_ChgSet,BUGGYNESS
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,432,432,432,432,432,432,432,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,84,84,84,84,84,84,84,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,123,123,123,123,123,123,123,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,83,83,83,83,83,83,83,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,26,26,26,26,26,26,26,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/BKException.java,188,188,188,188,188,188,188,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,147,147,147,147,147,147,147,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,122,122,122,122,122,122,122,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,25,25,25,25,25,25,25,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/DigestManager.java,107,107,107,107,107,107,107,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,6,6,6,6,6,6,6,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,77,77,77,77,77,77,77,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,24,24,24,24,24,24,24,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,39,39,39,39,39,39,39,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,299,299,299,299,299,299,299,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,105,105,105,105,105,105,105,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,80,80,80,80,80,80,80,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,100,100,100,100,100,100,100,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,36,36,36,36,36,36,36,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,82,82,82,82,82,82,82,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,108,108,108,108,108,108,108,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,41,41,41,41,41,41,41,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,47,47,47,47,47,47,47,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,122,122,122,122,122,122,122,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,11,11,11,11,11,11,11,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,160,160,160,160,160,160,160,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,14,14,14,14,14,14,14,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,353,353,353,353,353,353,353,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,361,361,361,361,361,361,361,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,106,106,106,106,106,106,106,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,103,103,103,103,103,103,103,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,83,83,83,83,83,83,83,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,376,376,376,376,376,376,376,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,150,150,150,150,150,150,150,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/util/Main.java,22,22,22,22,22,22,22,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/util/MathUtils.java,10,10,10,10,10,10,10,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,41,41,41,41,41,41,41,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,14,14,14,14,14,14,14,1,1,207,207,207,No
4.0.0,bookkeeper/src/main/java/org/apache/bookkeeper/util/StringUtils.java,39,39,39,39,39,39,39,1,1,207,207,207,No
4.1.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,137,180,137,60,168,137,56,3,1,12,6,4,No
4.1.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,218,240,218,120,227,218,113,2,1,10,6,5,No
4.1.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,343,441,343,88,366,343,73,5,3,21,7,4,No
4.1.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,87,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,182,277,266,138,113,111,56,2,2,8,6,4,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,722,472,93,23,-202,38,-10,20,3,163,25,8,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,22,23,22,11,21,22,10,2,2,19,13,9,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,58,55,50,27,50,45,25,2,2,42,25,21,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,6,6,6,3,5,6,2,2,2,19,13,9,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,125,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,140,147,140,73,142,140,71,2,1,24,17,12,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,329,268,168,22,-10,38,0,12,3,83,25,6,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,9,9,9,9,9,9,9,1,1,6,6,6,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,125,109,70,27,54,26,13,4,1,22,11,5,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,115,335,207,83,315,192,78,4,3,46,25,11,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,233,350,233,50,321,233,45,7,3,55,25,7,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,8,8,8,8,8,8,8,1,1,6,6,6,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,42,47,42,23,39,42,19,2,1,15,9,7,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,109,135,109,33,113,109,28,4,2,32,15,8,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,337,374,337,124,361,337,120,3,2,38,25,12,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,105,109,105,36,106,105,35,3,1,23,11,7,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,437,102,75,12,-423,7,-52,8,2,68,17,8,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,44,45,44,22,4,44,2,2,1,21,13,10,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,561,654,561,93,611,561,87,7,3,53,25,7,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,10,10,10,10,10,10,10,1,1,13,13,13,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,95,68,34,13,-66,28,-13,5,1,39,11,7,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,62,67,62,33,49,62,24,2,1,15,9,7,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,24,26,24,13,23,24,11,2,1,15,9,7,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,128,8,6,4,5,4,2,2,2,40,25,20,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,16,16,16,16,16,16,16,1,1,9,9,9,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,83,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,29,0,0,0,0,0,0,1,1,15,15,15,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,208,10,10,10,10,10,10,1,1,14,14,14,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,189,129,96,21,25,65,4,6,3,26,7,4,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,353,72,56,18,58,49,14,4,2,47,25,11,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,123,15,7,5,8,5,2,3,1,17,7,5,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,25,9,9,9,5,5,5,1,1,3,3,3,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,108,8,4,2,0,2,0,3,2,51,25,17,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,6,4,4,4,3,3,3,1,1,11,11,11,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,77,13,12,6,-5,0,-2,2,1,30,25,15,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,24,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,40,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,442,153,88,17,89,60,9,9,3,79,25,8,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,140,35,28,7,34,28,6,5,3,46,25,9,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,103,5,5,5,2,2,2,1,1,14,14,14,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,115,27,17,4,-22,2,-3,6,3,80,25,13,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,36,22,22,22,15,15,15,1,1,3,3,3,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,100,5,4,2,4,4,2,2,2,29,15,14,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,111,10,8,3,9,8,3,3,2,25,14,8,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,66,50,29,10,19,8,3,5,2,71,25,14,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,41,2,2,2,1,1,1,1,1,15,15,15,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,41,21,21,21,5,5,5,1,1,11,11,11,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,47,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,35,4,4,2,4,4,2,2,2,22,15,11,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,59,23,8,7,22,8,7,3,2,11,6,3,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,142,63,32,10,56,32,9,6,2,35,13,5,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,4,4,4,4,4,4,4,1,1,2,2,2,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,40,44,40,22,43,40,21,2,1,6,4,3,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,142,22,10,5,16,10,4,4,3,36,25,9,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,112,10,6,5,-6,2,-3,2,2,11,6,5,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,321,23,11,5,0,5,0,4,2,14,6,3,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,109,4,4,4,4,4,4,1,1,25,25,25,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,20,2,2,2,1,1,1,1,1,5,5,5,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,55,1,1,1,0,0,0,1,1,25,25,25,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/SnapshotMap.java,68,68,68,68,68,68,68,1,1,6,6,6,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,136,136,136,136,136,136,136,1,1,13,13,13,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,126,44,23,14,41,23,13,3,2,19,14,6,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,58,4,2,1,3,1,1,3,2,35,15,11,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,301,126,48,14,89,47,9,9,2,99,25,11,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,55,55,55,55,55,55,55,1,1,13,13,13,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,10,10,10,10,10,10,10,1,1,13,13,13,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,59,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,363,9,5,2,-1,0,0,4,1,46,25,11,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,391,156,46,15,86,38,8,10,3,71,25,7,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,106,0,0,0,0,0,0,0,0,0,0,0,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,104,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,84,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,39,2,2,2,0,0,0,1,1,25,25,25,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,396,397,396,198,396,396,198,2,1,27,25,13,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,18,18,18,18,18,18,18,1,1,7,7,7,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,170,39,29,13,20,17,6,3,2,37,25,12,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,22,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,10,0,0,0,0,0,0,0,0,0,0,0,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,41,0,0,0,0,0,0,0,0,0,0,0,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,15,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,25,0,0,0,0,0,0,0,0,0,0,0,Yes
4.1.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,37,0,0,0,0,0,0,0,0,0,0,0,Yes
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,28,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java,6,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java,7,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java,10,0,0,0,0,0,0,0,0,0,0,0,Yes
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java,33,8,6,2,7,6,2,3,2,23,13,7,Yes
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,92,2,2,2,2,2,2,1,1,34,34,34,Yes
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,92,2,2,2,2,2,2,1,1,34,34,34,Yes
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,125,13,13,13,11,11,11,1,1,34,34,34,Yes
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java,24,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,77,54,54,54,32,32,32,1,1,6,6,6,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,68,4,4,4,4,4,4,1,1,13,13,13,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java,24,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,82,8,8,8,1,1,1,1,1,13,13,13,Yes
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,41,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java,10,10,10,10,10,10,10,1,1,1,1,1,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java,10,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java,10,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java,10,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,45,0,0,0,0,0,0,0,0,0,0,0,Yes
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java,40,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,38,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java,60,10,10,10,-2,-2,-2,1,1,9,9,9,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,165,21,21,21,7,7,7,1,1,34,34,34,Yes
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,46,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ClientChannelPipelineFactory.java,29,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java,63,4,4,4,3,3,3,1,1,5,5,5,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,186,2,2,2,-8,-8,-8,1,1,5,5,5,Yes
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,121,12,12,12,11,11,11,1,1,5,5,5,Yes
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,366,103,33,25,79,25,19,4,1,28,13,7,Yes
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java,202,1,1,1,0,0,0,1,1,9,9,9,Yes
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java,50,4,4,4,3,3,3,1,1,5,5,5,Yes
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java,17,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java,34,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java,19,3,3,3,3,3,3,1,1,7,7,7,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java,6,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java,93,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java,26,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/util/Either.java,24,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java,61,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,72,4,4,4,4,4,4,1,1,34,34,34,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/util/Option.java,18,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java,18,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java,29,3,3,3,0,0,0,1,1,34,34,34,No
4.1.0,hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java,114,0,0,0,0,0,0,0,0,0,0,0,Yes
4.1.0,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,5701,5793,5793,5793,107,107,107,1,1,13,13,13,Yes
4.1.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java,90,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,17,1,1,1,0,0,0,1,1,34,34,34,No
4.1.0,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java,14,0,0,0,0,0,0,0,0,0,0,0,No
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java,207,217,207,72,211,207,70,3,2,40,34,13,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java,324,328,324,164,326,324,163,2,1,39,34,19,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,834,862,834,431,846,834,423,2,1,39,34,19,Yes
4.1.0,hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java,60,60,60,60,60,60,60,1,1,5,5,5,No
