
Release,Filename,size,LOC_added,MAX_LOC_added,AVG_LOC_Added,CHURN,MAX_Churn,AVG_Churn,NR,NAUTH,CHGSETSIZE,MAX_ChgSet,AVG_ChgSet,BUGGYNESS
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java,52,128,52,32,101,52,25,4,1,65,24,16,No
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,7,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,14,4,2,2,3,2,1,2,1,34,20,17,No
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,128,4,4,4,3,3,3,1,1,39,39,39,Yes
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java,105,105,105,105,105,105,105,1,1,19,19,19,No
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java,77,78,77,39,77,77,38,2,1,26,19,13,Yes
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java,16,16,16,16,16,16,16,1,1,19,19,19,Yes
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java,283,284,283,142,283,283,141,2,1,30,19,15,Yes
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,13,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,7,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,29,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java,245,247,245,123,241,245,120,2,2,58,39,29,Yes
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,339,73,73,73,-84,-84,-84,1,1,19,19,19,Yes
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,62,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,13,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,67,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,44,33,33,33,33,33,33,1,1,24,24,24,Yes
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ActiveLedgerManager.java,11,11,11,11,11,11,11,1,1,41,41,41,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/SnapshotMap.java,68,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/ResubscribeCallback.java,51,54,51,27,53,51,26,2,1,26,24,13,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SubscribeReconnectCallback.java,50,53,50,26,52,50,26,2,1,31,29,15,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/mock/MockMetaStore.java,47,47,47,47,47,47,47,1,1,16,16,16,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/mock/MockMetastoreCursor.java,69,69,69,69,69,69,69,1,1,16,16,16,No
4.2.0,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/mock/MockMetastoreTable.java,289,289,289,289,289,289,289,1,1,16,16,16,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java,58,5,3,2,-1,1,0,2,1,67,39,33,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ClientChannelPipelineFactory.java,29,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java,66,3,2,1,-2,0,-1,2,1,67,39,33,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java,202,40,15,10,7,10,1,4,2,91,39,22,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java,53,10,6,3,3,5,1,3,1,74,39,24,No
4.2.0,hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilter.java,15,15,15,15,15,15,15,1,1,20,20,20,No
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MessageFilter.java,5,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/TrueFilter.java,11,0,0,0,0,0,0,0,0,0,0,0,No
4.2.0,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/ZkSubscriptionManager.java,178,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,168,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,227,3,3,3,1,1,1,1,1,41,41,41,Yes
4.2.1,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,373,4,4,4,1,1,1,1,1,41,41,41,Yes
4.2.1,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,87,5,5,5,1,1,1,1,1,41,41,41,No
4.2.1,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,288,2,2,2,1,1,1,1,1,41,41,41,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,901,9,8,4,6,5,3,2,2,42,41,21,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,21,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,111,4,4,4,3,3,3,1,1,41,41,41,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,5,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,687,44,44,44,43,43,43,1,1,3,3,3,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,125,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,202,8,8,8,2,2,2,1,1,41,41,41,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,367,4,4,4,1,1,1,1,1,41,41,41,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,9,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,259,7,5,3,6,5,3,2,2,44,41,22,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,322,2,2,2,1,1,1,1,1,41,41,41,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,7,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,380,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,8,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,39,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,116,1,1,1,0,0,0,1,1,1,1,1,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,364,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,106,2,2,2,1,1,1,1,1,41,41,41,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,16,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,4,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,712,15,11,5,-5,7,-1,3,2,46,41,15,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,10,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,29,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,48,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,23,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,158,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,133,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,18,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,83,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,24,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,15,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,60,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,29,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,258,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,237,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,396,10,6,5,7,6,3,2,1,44,41,22,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,201,5,4,2,4,4,2,2,2,42,39,21,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,30,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,115,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,15,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,183,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,62,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,27,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,39,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,77,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,278,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,564,5,5,5,1,1,1,1,1,41,41,41,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,304,37,33,18,21,20,10,2,2,45,41,22,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,116,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,93,29,29,29,11,11,11,1,1,4,4,4,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,51,2,2,2,1,1,1,1,1,41,41,41,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,105,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,262,19,19,19,3,3,3,1,1,4,4,4,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,83,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,65,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,68,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,47,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,89,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,89,4,3,2,1,1,0,2,2,80,41,40,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,244,2,1,0,-3,0,0,4,3,82,41,20,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,4,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,44,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,181,1,1,1,0,0,0,1,1,39,39,39,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,102,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,57,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,306,1,1,1,0,0,0,1,1,2,2,2,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,58,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,126,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,49,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,134,6,6,6,2,2,2,1,1,39,39,39,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,25,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,474,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,463,1,1,1,0,0,0,1,1,41,41,41,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,42,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,43,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,65,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,285,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,143,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,13,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,4,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,31,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,13,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,12,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,20,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,20,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,22,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,89,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,107,2,2,2,1,1,1,1,1,41,41,41,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,143,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,216,2,2,2,1,1,1,1,1,41,41,41,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieNettyServer.java,138,140,138,70,138,138,69,2,2,16,9,8,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtoEncoding.java,80,158,80,79,151,80,75,2,2,16,9,8,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,62,151,126,75,135,126,67,2,2,16,9,8,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java,239,242,239,121,240,239,120,2,2,16,9,8,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,481,15,10,7,-228,5,-114,2,2,50,41,25,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,56,2,2,1,-6,-2,-3,2,2,12,9,6,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,10,0,0,0,-1,-1,-1,1,1,3,3,3,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,59,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,3670,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,509,78,77,26,-21,0,-7,3,2,87,41,29,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ResponseBuilder.java,16,28,16,14,23,16,11,2,2,16,9,8,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,107,0,0,0,-39,-39,-39,1,1,3,3,3,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,399,8,6,4,7,5,3,2,1,42,39,21,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,210,3,3,3,3,3,3,1,1,1,1,1,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,200,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,95,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,20,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,33,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,274,2,2,2,2,2,2,1,1,3,3,3,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,104,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,84,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,39,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,16,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,87,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,30,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,396,8,8,8,1,1,1,1,1,41,41,41,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,40,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,194,3,3,3,1,1,1,1,1,41,41,41,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,22,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,14,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,69,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ReflectionUtils.java,69,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,15,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,67,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,20,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,57,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,6,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,130,0,0,0,0,0,0,0,0,0,0,0,Yes
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,28,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,21,0,0,0,0,0,0,0,0,0,0,0,No
4.2.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,48,2,2,2,2,2,2,1,1,41,41,41,No
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/ConnectionImpl.java,298,298,298,298,298,298,298,1,1,147,147,147,No
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/ConnectionMetaDataImpl.java,43,43,43,43,43,43,43,1,1,147,147,147,No
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/DebugUtil.java,37,37,37,37,37,37,37,1,1,147,147,147,No
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/LRUCacheMap.java,67,67,67,67,67,67,67,1,1,147,147,147,No
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/LRUCacheSet.java,76,76,76,76,76,76,76,1,1,147,147,147,No
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/MessagingSessionFacade.java,51,51,51,51,51,51,51,1,1,147,147,147,No
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/Mutable.java,29,29,29,29,29,29,29,1,1,147,147,147,No
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/SessionImpl.java,1467,1479,1467,739,1467,1467,733,2,2,188,147,94,No
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/StateManager.java,115,115,115,115,115,115,115,1,1,147,147,147,No
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/jndi/HedwigInitialContext.java,50,50,50,50,50,50,50,1,1,147,147,147,No
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/jndi/HedwigInitialContextFactory.java,11,11,11,11,11,11,11,1,1,147,147,147,No
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/BytesMessageImpl.java,547,547,547,547,547,547,547,1,1,147,147,147,No
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/MapMessageImpl.java,215,215,215,215,215,215,215,1,1,147,147,147,No
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/MessageImpl.java,617,617,617,617,617,617,617,1,1,147,147,147,No
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/MessageUtil.java,314,314,314,314,314,314,314,1,1,147,147,147,No
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/ObjectMessageImpl.java,117,117,117,117,117,117,117,1,1,147,147,147,No
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/StreamMessageImpl.java,630,630,630,630,630,630,630,1,1,147,147,147,No
4.2.1,hedwig-client-jms/src/main/java/org/apache/hedwig/jms/message/TextMessageImpl.java,90,90,90,90,90,90,90,1,1,147,147,147,No
